workout_id,activity,source_name,device,start_utc,end_utc,tz_offset_min,duration_sec,distance_m,energy_kcal,avg_hr_bpm,max_hr_bpm,min_hr_bpm,has_route,route_id,start_local,end_local
a3bb47e645a699466b481e5dc291f19875fb1eb9,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5770>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:6.2.6, creation date:2020-06-03 06:26:13 +0000>",2020-09-21 23:17:06+00:00,2020-09-22 00:08:46+00:00,-360,3100.4978170394897,,,,,,False,,2020-09-21 17:17:06-06:00,2020-09-21 18:08:46-06:00
e5a06c4c37e0cd2472163c63be96dbea464506f7,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa5770>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:6.2.6, creation date:2020-06-03 06:26:13 +0000>",2020-10-30 13:41:42+00:00,2020-10-30 14:23:21+00:00,-360,2499.2035785913467,,,,,,True,8ccf2fe2fe70ce8ef279bccd42366c16f15856bb,2020-10-30 07:41:42-06:00,2020-10-30 08:23:21-06:00
98ca594883ea197cd123767f180760572e8b261c,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa7520>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.0.2, creation date:2020-11-01 22:48:51 +0000>",2020-11-03 16:59:30+00:00,2020-11-03 17:41:49+00:00,-360,2538.364967942238,,,,,,True,5ad59a6bcb583b14affaefe82ec9602f4867753f,2020-11-03 09:59:30-07:00,2020-11-03 10:41:49-07:00
a905d669b54b47d14e12cd0e67bf0bcc0d123b1d,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa7520>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.0.2, creation date:2020-11-01 22:48:51 +0000>",2020-11-04 15:58:35+00:00,2020-11-04 16:50:39+00:00,-360,3124.173413991928,,,,,,True,659979298e37fc805f7b341ee28a7bea9ea7cd5c,2020-11-04 08:58:35-07:00,2020-11-04 09:50:39-07:00
705c516340673f2f150db794991e993d44898b3c,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa7520>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.0.2, creation date:2020-11-01 22:48:51 +0000>",2020-11-06 18:13:41+00:00,2020-11-06 18:59:35+00:00,-360,2754.0674026012425,,,,,,True,601ab9e2dbab74f16e163377c0b17ac3b4a251db,2020-11-06 11:13:41-07:00,2020-11-06 11:59:35-07:00
c9fb37511b1a17279463cc8051c720e090fe91ea,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa4730>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.1, creation date:2020-11-08 10:25:41 +0000>",2020-11-08 17:09:16+00:00,2020-11-08 17:53:12+00:00,-360,2636.3565380573273,,,,,,True,d9b58c6c37aff11f4fd20fe448ca5b1ff7e88154,2020-11-08 10:09:16-07:00,2020-11-08 10:53:12-07:00
57956150c7e3ade8a92cbbacd682337bf15c5f77,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa4730>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.1, creation date:2020-11-08 10:25:41 +0000>",2020-11-13 20:18:46+00:00,2020-11-13 21:00:28+00:00,-360,2502.185158610344,,,,,,True,94e5951cd99ea53ae74961bffee8987797ecaf3f,2020-11-13 13:18:46-07:00,2020-11-13 14:00:28-07:00
b72b700cd7e743952f574e1a6581d0b7acef2371,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa4730>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.1, creation date:2020-11-08 10:25:41 +0000>",2020-11-15 20:26:30+00:00,2020-11-15 21:01:55+00:00,-360,2124.967124938965,,,,,,True,46c22d675a2dfcfa83d6a5efba65ad3b131a20c3,2020-11-15 13:26:30-07:00,2020-11-15 14:01:55-07:00
c662641c35f763dfc7173d5f5474260162bf4aa2,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa4730>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.1, creation date:2020-11-08 10:25:41 +0000>",2020-11-16 20:38:48+00:00,2020-11-16 21:27:20+00:00,-360,2911.4585258960724,,,,,,False,,2020-11-16 13:38:48-07:00,2020-11-16 14:27:20-07:00
368a43c0f1b203d57ea945df584c88b4c1e7931d,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa4730>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.1, creation date:2020-11-08 10:25:41 +0000>",2020-11-17 23:45:23+00:00,2020-11-18 00:35:45+00:00,-360,3022.3805898427963,,,,,,True,7b8d4596ec7c6d9e798f4471c9c8d00417981523,2020-11-17 16:45:23-07:00,2020-11-17 17:35:45-07:00
ab325159f2c78229ac349339fde402145c83c897,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa4730>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.1, creation date:2020-11-08 10:25:41 +0000>",2020-11-18 23:35:03+00:00,2020-11-19 00:20:15+00:00,-360,2712.5126765966415,,,,,,True,44399db6ae2bbfd0ecc39b27487639d27d3a0c62,2020-11-18 16:35:03-07:00,2020-11-18 17:20:15-07:00
dc10654564aad7f066f5d33976f3bc27495140cc,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa4730>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.1, creation date:2020-11-08 10:25:41 +0000>",2020-11-19 19:05:48+00:00,2020-11-19 19:44:01+00:00,-360,2292.8964320421214,,,,,,True,4270127d0f72a509df96b0f86da5bef5dca4b302,2020-11-19 12:05:48-07:00,2020-11-19 12:44:01-07:00
b1e791f1881606e83f31326e056c2a4058c3f3a7,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa4730>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch4,4, software:7.1, creation date:2020-11-08 10:25:41 +0000>",2020-11-20 18:25:58+00:00,2020-11-20 18:54:07+00:00,-360,1688.2961360216143,,,,,,True,6f982954f02173532d8ccd33ce335a00ef917671,2020-11-20 11:25:58-07:00,2020-11-20 11:54:07-07:00
c4874ab21111728b37213910f6367ac0da5fc697,Walking,Jason’s Apple Watch,"<<HKDevice: 0xc7faa67b0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,4, software:7.1, creation date:2020-11-23 20:30:58 +0000>",2020-12-01 21:01:58+00:00,2020-12-01 21:50:14+00:00,-360,2895.793336987496,,,,,,True,69b7eaa71725d87266d3897188e8b8ff5d0fdd66,2020-12-01 14:01:58-07:00,2020-12-01 14:50:14-07:00
